max_net_adj,impact_col,min_starts,min_absences,conf_floor,swing_threshold,matches,base_correct,adj_correct,base_acc,adj_acc,delta,swings,swing_correct,swing_wrong,swing_acc,matches_with_adj,direction_correct,direction_rate
0.03,weighted_impact,5,2,0.0,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,956,447,0.4675732217573222
0.03,weighted_impact,5,2,0.0,0.05,1137,792,788,0.6965699208443272,0.693051890941073,-4,16,6,10,0.375,956,447,0.4675732217573222
0.03,weighted_impact,5,2,0.0,0.1,1137,792,789,0.6965699208443272,0.6939313984168866,-3,21,9,12,0.42857142857142855,956,447,0.4675732217573222
0.03,weighted_impact,5,2,0.0,0.15,1137,792,789,0.6965699208443272,0.6939313984168866,-3,21,9,12,0.42857142857142855,956,447,0.4675732217573222
0.03,weighted_impact,5,2,0.0,0.2,1137,792,789,0.6965699208443272,0.6939313984168866,-3,21,9,12,0.42857142857142855,956,447,0.4675732217573222
0.03,weighted_impact,5,2,0.0,0.3,1137,792,789,0.6965699208443272,0.6939313984168866,-3,21,9,12,0.42857142857142855,956,447,0.4675732217573222
0.05,weighted_impact,5,2,0.0,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,956,447,0.4675732217573222
0.05,weighted_impact,5,2,0.0,0.05,1137,792,788,0.6965699208443272,0.693051890941073,-4,16,6,10,0.375,956,447,0.4675732217573222
0.05,weighted_impact,5,2,0.0,0.1,1137,792,790,0.6965699208443272,0.6948109058927001,-2,34,16,18,0.47058823529411764,956,447,0.4675732217573222
0.05,weighted_impact,5,2,0.0,0.15,1137,792,790,0.6965699208443272,0.6948109058927001,-2,34,16,18,0.47058823529411764,956,447,0.4675732217573222
0.05,weighted_impact,5,2,0.0,0.2,1137,792,790,0.6965699208443272,0.6948109058927001,-2,34,16,18,0.47058823529411764,956,447,0.4675732217573222
0.05,weighted_impact,5,2,0.0,0.3,1137,792,790,0.6965699208443272,0.6948109058927001,-2,34,16,18,0.47058823529411764,956,447,0.4675732217573222
0.075,weighted_impact,5,2,0.0,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,956,447,0.4675732217573222
0.075,weighted_impact,5,2,0.0,0.05,1137,792,788,0.6965699208443272,0.693051890941073,-4,16,6,10,0.375,956,447,0.4675732217573222
0.075,weighted_impact,5,2,0.0,0.1,1137,792,790,0.6965699208443272,0.6948109058927001,-2,34,16,18,0.47058823529411764,956,447,0.4675732217573222
0.075,weighted_impact,5,2,0.0,0.15,1137,792,793,0.6965699208443272,0.6974494283201407,1,59,30,29,0.5084745762711864,956,447,0.4675732217573222
0.075,weighted_impact,5,2,0.0,0.2,1137,792,793,0.6965699208443272,0.6974494283201407,1,59,30,29,0.5084745762711864,956,447,0.4675732217573222
0.075,weighted_impact,5,2,0.0,0.3,1137,792,793,0.6965699208443272,0.6974494283201407,1,59,30,29,0.5084745762711864,956,447,0.4675732217573222
0.1,weighted_impact,5,2,0.0,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,956,447,0.4675732217573222
0.1,weighted_impact,5,2,0.0,0.05,1137,792,788,0.6965699208443272,0.693051890941073,-4,16,6,10,0.375,956,447,0.4675732217573222
0.1,weighted_impact,5,2,0.0,0.1,1137,792,790,0.6965699208443272,0.6948109058927001,-2,34,16,18,0.47058823529411764,956,447,0.4675732217573222
0.1,weighted_impact,5,2,0.0,0.15,1137,792,793,0.6965699208443272,0.6974494283201407,1,59,30,29,0.5084745762711864,956,447,0.4675732217573222
0.1,weighted_impact,5,2,0.0,0.2,1137,792,790,0.6965699208443272,0.6948109058927001,-2,82,40,42,0.4878048780487805,956,447,0.4675732217573222
0.1,weighted_impact,5,2,0.0,0.3,1137,792,790,0.6965699208443272,0.6948109058927001,-2,82,40,42,0.4878048780487805,956,447,0.4675732217573222
0.125,weighted_impact,5,2,0.0,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,956,447,0.4675732217573222
0.125,weighted_impact,5,2,0.0,0.05,1137,792,788,0.6965699208443272,0.693051890941073,-4,16,6,10,0.375,956,447,0.4675732217573222
0.125,weighted_impact,5,2,0.0,0.1,1137,792,790,0.6965699208443272,0.6948109058927001,-2,34,16,18,0.47058823529411764,956,447,0.4675732217573222
0.125,weighted_impact,5,2,0.0,0.15,1137,792,793,0.6965699208443272,0.6974494283201407,1,59,30,29,0.5084745762711864,956,447,0.4675732217573222
0.125,weighted_impact,5,2,0.0,0.2,1137,792,790,0.6965699208443272,0.6948109058927001,-2,82,40,42,0.4878048780487805,956,447,0.4675732217573222
0.125,weighted_impact,5,2,0.0,0.3,1137,792,785,0.6965699208443272,0.6904133685136323,-7,111,52,59,0.46846846846846846,956,447,0.4675732217573222
0.15,weighted_impact,5,2,0.0,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,956,447,0.4675732217573222
0.15,weighted_impact,5,2,0.0,0.05,1137,792,788,0.6965699208443272,0.693051890941073,-4,16,6,10,0.375,956,447,0.4675732217573222
0.15,weighted_impact,5,2,0.0,0.1,1137,792,790,0.6965699208443272,0.6948109058927001,-2,34,16,18,0.47058823529411764,956,447,0.4675732217573222
0.15,weighted_impact,5,2,0.0,0.15,1137,792,793,0.6965699208443272,0.6974494283201407,1,59,30,29,0.5084745762711864,956,447,0.4675732217573222
0.15,weighted_impact,5,2,0.0,0.2,1137,792,790,0.6965699208443272,0.6948109058927001,-2,82,40,42,0.4878048780487805,956,447,0.4675732217573222
0.15,weighted_impact,5,2,0.0,0.3,1137,792,780,0.6965699208443272,0.6860158311345647,-12,136,62,74,0.45588235294117646,956,447,0.4675732217573222
0.03,weighted_impact,5,2,0.3,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,955,448,0.46910994764397906
0.03,weighted_impact,5,2,0.3,0.05,1137,792,788,0.6965699208443272,0.693051890941073,-4,16,6,10,0.375,955,448,0.46910994764397906
0.03,weighted_impact,5,2,0.3,0.1,1137,792,789,0.6965699208443272,0.6939313984168866,-3,21,9,12,0.42857142857142855,955,448,0.46910994764397906
0.03,weighted_impact,5,2,0.3,0.15,1137,792,789,0.6965699208443272,0.6939313984168866,-3,21,9,12,0.42857142857142855,955,448,0.46910994764397906
0.03,weighted_impact,5,2,0.3,0.2,1137,792,789,0.6965699208443272,0.6939313984168866,-3,21,9,12,0.42857142857142855,955,448,0.46910994764397906
0.03,weighted_impact,5,2,0.3,0.3,1137,792,789,0.6965699208443272,0.6939313984168866,-3,21,9,12,0.42857142857142855,955,448,0.46910994764397906
0.05,weighted_impact,5,2,0.3,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,955,448,0.46910994764397906
0.05,weighted_impact,5,2,0.3,0.05,1137,792,788,0.6965699208443272,0.693051890941073,-4,16,6,10,0.375,955,448,0.46910994764397906
0.05,weighted_impact,5,2,0.3,0.1,1137,792,790,0.6965699208443272,0.6948109058927001,-2,34,16,18,0.47058823529411764,955,448,0.46910994764397906
0.05,weighted_impact,5,2,0.3,0.15,1137,792,790,0.6965699208443272,0.6948109058927001,-2,34,16,18,0.47058823529411764,955,448,0.46910994764397906
0.05,weighted_impact,5,2,0.3,0.2,1137,792,790,0.6965699208443272,0.6948109058927001,-2,34,16,18,0.47058823529411764,955,448,0.46910994764397906
0.05,weighted_impact,5,2,0.3,0.3,1137,792,790,0.6965699208443272,0.6948109058927001,-2,34,16,18,0.47058823529411764,955,448,0.46910994764397906
0.075,weighted_impact,5,2,0.3,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,955,448,0.46910994764397906
0.075,weighted_impact,5,2,0.3,0.05,1137,792,788,0.6965699208443272,0.693051890941073,-4,16,6,10,0.375,955,448,0.46910994764397906
0.075,weighted_impact,5,2,0.3,0.1,1137,792,790,0.6965699208443272,0.6948109058927001,-2,34,16,18,0.47058823529411764,955,448,0.46910994764397906
0.075,weighted_impact,5,2,0.3,0.15,1137,792,793,0.6965699208443272,0.6974494283201407,1,59,30,29,0.5084745762711864,955,448,0.46910994764397906
0.075,weighted_impact,5,2,0.3,0.2,1137,792,793,0.6965699208443272,0.6974494283201407,1,59,30,29,0.5084745762711864,955,448,0.46910994764397906
0.075,weighted_impact,5,2,0.3,0.3,1137,792,793,0.6965699208443272,0.6974494283201407,1,59,30,29,0.5084745762711864,955,448,0.46910994764397906
0.1,weighted_impact,5,2,0.3,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,955,448,0.46910994764397906
0.1,weighted_impact,5,2,0.3,0.05,1137,792,788,0.6965699208443272,0.693051890941073,-4,16,6,10,0.375,955,448,0.46910994764397906
0.1,weighted_impact,5,2,0.3,0.1,1137,792,790,0.6965699208443272,0.6948109058927001,-2,34,16,18,0.47058823529411764,955,448,0.46910994764397906
0.1,weighted_impact,5,2,0.3,0.15,1137,792,793,0.6965699208443272,0.6974494283201407,1,59,30,29,0.5084745762711864,955,448,0.46910994764397906
0.1,weighted_impact,5,2,0.3,0.2,1137,792,789,0.6965699208443272,0.6939313984168866,-3,83,40,43,0.4819277108433735,955,448,0.46910994764397906
0.1,weighted_impact,5,2,0.3,0.3,1137,792,789,0.6965699208443272,0.6939313984168866,-3,83,40,43,0.4819277108433735,955,448,0.46910994764397906
0.125,weighted_impact,5,2,0.3,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,955,448,0.46910994764397906
0.125,weighted_impact,5,2,0.3,0.05,1137,792,788,0.6965699208443272,0.693051890941073,-4,16,6,10,0.375,955,448,0.46910994764397906
0.125,weighted_impact,5,2,0.3,0.1,1137,792,790,0.6965699208443272,0.6948109058927001,-2,34,16,18,0.47058823529411764,955,448,0.46910994764397906
0.125,weighted_impact,5,2,0.3,0.15,1137,792,793,0.6965699208443272,0.6974494283201407,1,59,30,29,0.5084745762711864,955,448,0.46910994764397906
0.125,weighted_impact,5,2,0.3,0.2,1137,792,789,0.6965699208443272,0.6939313984168866,-3,83,40,43,0.4819277108433735,955,448,0.46910994764397906
0.125,weighted_impact,5,2,0.3,0.3,1137,792,784,0.6965699208443272,0.6895338610378188,-8,112,52,60,0.4642857142857143,955,448,0.46910994764397906
0.15,weighted_impact,5,2,0.3,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,955,448,0.46910994764397906
0.15,weighted_impact,5,2,0.3,0.05,1137,792,788,0.6965699208443272,0.693051890941073,-4,16,6,10,0.375,955,448,0.46910994764397906
0.15,weighted_impact,5,2,0.3,0.1,1137,792,790,0.6965699208443272,0.6948109058927001,-2,34,16,18,0.47058823529411764,955,448,0.46910994764397906
0.15,weighted_impact,5,2,0.3,0.15,1137,792,793,0.6965699208443272,0.6974494283201407,1,59,30,29,0.5084745762711864,955,448,0.46910994764397906
0.15,weighted_impact,5,2,0.3,0.2,1137,792,789,0.6965699208443272,0.6939313984168866,-3,83,40,43,0.4819277108433735,955,448,0.46910994764397906
0.15,weighted_impact,5,2,0.3,0.3,1137,792,779,0.6965699208443272,0.6851363236587511,-13,137,62,75,0.45255474452554745,955,448,0.46910994764397906
0.03,weighted_impact,5,2,0.5,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,962,446,0.46361746361746364
0.03,weighted_impact,5,2,0.5,0.05,1137,792,786,0.6965699208443272,0.6912928759894459,-6,16,5,11,0.3125,962,446,0.46361746361746364
0.03,weighted_impact,5,2,0.5,0.1,1137,792,788,0.6965699208443272,0.693051890941073,-4,22,9,13,0.4090909090909091,962,446,0.46361746361746364
0.03,weighted_impact,5,2,0.5,0.15,1137,792,788,0.6965699208443272,0.693051890941073,-4,22,9,13,0.4090909090909091,962,446,0.46361746361746364
0.03,weighted_impact,5,2,0.5,0.2,1137,792,788,0.6965699208443272,0.693051890941073,-4,22,9,13,0.4090909090909091,962,446,0.46361746361746364
0.03,weighted_impact,5,2,0.5,0.3,1137,792,788,0.6965699208443272,0.693051890941073,-4,22,9,13,0.4090909090909091,962,446,0.46361746361746364
0.05,weighted_impact,5,2,0.5,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,962,446,0.46361746361746364
0.05,weighted_impact,5,2,0.5,0.05,1137,792,786,0.6965699208443272,0.6912928759894459,-6,16,5,11,0.3125,962,446,0.46361746361746364
0.05,weighted_impact,5,2,0.5,0.1,1137,792,788,0.6965699208443272,0.693051890941073,-4,36,16,20,0.4444444444444444,962,446,0.46361746361746364
0.05,weighted_impact,5,2,0.5,0.15,1137,792,788,0.6965699208443272,0.693051890941073,-4,36,16,20,0.4444444444444444,962,446,0.46361746361746364
0.05,weighted_impact,5,2,0.5,0.2,1137,792,788,0.6965699208443272,0.693051890941073,-4,36,16,20,0.4444444444444444,962,446,0.46361746361746364
0.05,weighted_impact,5,2,0.5,0.3,1137,792,788,0.6965699208443272,0.693051890941073,-4,36,16,20,0.4444444444444444,962,446,0.46361746361746364
0.075,weighted_impact,5,2,0.5,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,962,446,0.46361746361746364
0.075,weighted_impact,5,2,0.5,0.05,1137,792,786,0.6965699208443272,0.6912928759894459,-6,16,5,11,0.3125,962,446,0.46361746361746364
0.075,weighted_impact,5,2,0.5,0.1,1137,792,788,0.6965699208443272,0.693051890941073,-4,36,16,20,0.4444444444444444,962,446,0.46361746361746364
0.075,weighted_impact,5,2,0.5,0.15,1137,792,791,0.6965699208443272,0.6956904133685137,-1,63,31,32,0.49206349206349204,962,446,0.46361746361746364
0.075,weighted_impact,5,2,0.5,0.2,1137,792,791,0.6965699208443272,0.6956904133685137,-1,63,31,32,0.49206349206349204,962,446,0.46361746361746364
0.075,weighted_impact,5,2,0.5,0.3,1137,792,791,0.6965699208443272,0.6956904133685137,-1,63,31,32,0.49206349206349204,962,446,0.46361746361746364
0.1,weighted_impact,5,2,0.5,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,962,446,0.46361746361746364
0.1,weighted_impact,5,2,0.5,0.05,1137,792,786,0.6965699208443272,0.6912928759894459,-6,16,5,11,0.3125,962,446,0.46361746361746364
0.1,weighted_impact,5,2,0.5,0.1,1137,792,788,0.6965699208443272,0.693051890941073,-4,36,16,20,0.4444444444444444,962,446,0.46361746361746364
0.1,weighted_impact,5,2,0.5,0.15,1137,792,791,0.6965699208443272,0.6956904133685137,-1,63,31,32,0.49206349206349204,962,446,0.46361746361746364
0.1,weighted_impact,5,2,0.5,0.2,1137,792,782,0.6965699208443272,0.6877748460861918,-10,86,38,48,0.4418604651162791,962,446,0.46361746361746364
0.1,weighted_impact,5,2,0.5,0.3,1137,792,782,0.6965699208443272,0.6877748460861918,-10,86,38,48,0.4418604651162791,962,446,0.46361746361746364
0.125,weighted_impact,5,2,0.5,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,962,446,0.46361746361746364
0.125,weighted_impact,5,2,0.5,0.05,1137,792,786,0.6965699208443272,0.6912928759894459,-6,16,5,11,0.3125,962,446,0.46361746361746364
0.125,weighted_impact,5,2,0.5,0.1,1137,792,788,0.6965699208443272,0.693051890941073,-4,36,16,20,0.4444444444444444,962,446,0.46361746361746364
0.125,weighted_impact,5,2,0.5,0.15,1137,792,791,0.6965699208443272,0.6956904133685137,-1,63,31,32,0.49206349206349204,962,446,0.46361746361746364
0.125,weighted_impact,5,2,0.5,0.2,1137,792,782,0.6965699208443272,0.6877748460861918,-10,86,38,48,0.4418604651162791,962,446,0.46361746361746364
0.125,weighted_impact,5,2,0.5,0.3,1137,792,781,0.6965699208443272,0.6868953386103782,-11,111,50,61,0.45045045045045046,962,446,0.46361746361746364
0.15,weighted_impact,5,2,0.5,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,962,446,0.46361746361746364
0.15,weighted_impact,5,2,0.5,0.05,1137,792,786,0.6965699208443272,0.6912928759894459,-6,16,5,11,0.3125,962,446,0.46361746361746364
0.15,weighted_impact,5,2,0.5,0.1,1137,792,788,0.6965699208443272,0.693051890941073,-4,36,16,20,0.4444444444444444,962,446,0.46361746361746364
0.15,weighted_impact,5,2,0.5,0.15,1137,792,791,0.6965699208443272,0.6956904133685137,-1,63,31,32,0.49206349206349204,962,446,0.46361746361746364
0.15,weighted_impact,5,2,0.5,0.2,1137,792,782,0.6965699208443272,0.6877748460861918,-10,86,38,48,0.4418604651162791,962,446,0.46361746361746364
0.15,weighted_impact,5,2,0.5,0.3,1137,792,773,0.6965699208443272,0.6798592788038699,-19,137,59,78,0.4306569343065693,962,446,0.46361746361746364
0.03,elo_adj_impact,5,2,0.0,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,935,431,0.46096256684491976
0.03,elo_adj_impact,5,2,0.0,0.05,1137,792,790,0.6965699208443272,0.6948109058927001,-2,16,7,9,0.4375,935,431,0.46096256684491976
0.03,elo_adj_impact,5,2,0.0,0.1,1137,792,792,0.6965699208443272,0.6965699208443272,0,22,11,11,0.5,935,431,0.46096256684491976
0.03,elo_adj_impact,5,2,0.0,0.15,1137,792,792,0.6965699208443272,0.6965699208443272,0,22,11,11,0.5,935,431,0.46096256684491976
0.03,elo_adj_impact,5,2,0.0,0.2,1137,792,792,0.6965699208443272,0.6965699208443272,0,22,11,11,0.5,935,431,0.46096256684491976
0.03,elo_adj_impact,5,2,0.0,0.3,1137,792,792,0.6965699208443272,0.6965699208443272,0,22,11,11,0.5,935,431,0.46096256684491976
0.05,elo_adj_impact,5,2,0.0,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,935,431,0.46096256684491976
0.05,elo_adj_impact,5,2,0.0,0.05,1137,792,790,0.6965699208443272,0.6948109058927001,-2,16,7,9,0.4375,935,431,0.46096256684491976
0.05,elo_adj_impact,5,2,0.0,0.1,1137,792,790,0.6965699208443272,0.6948109058927001,-2,36,17,19,0.4722222222222222,935,431,0.46096256684491976
0.05,elo_adj_impact,5,2,0.0,0.15,1137,792,790,0.6965699208443272,0.6948109058927001,-2,36,17,19,0.4722222222222222,935,431,0.46096256684491976
0.05,elo_adj_impact,5,2,0.0,0.2,1137,792,790,0.6965699208443272,0.6948109058927001,-2,36,17,19,0.4722222222222222,935,431,0.46096256684491976
0.05,elo_adj_impact,5,2,0.0,0.3,1137,792,790,0.6965699208443272,0.6948109058927001,-2,36,17,19,0.4722222222222222,935,431,0.46096256684491976
0.075,elo_adj_impact,5,2,0.0,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,935,431,0.46096256684491976
0.075,elo_adj_impact,5,2,0.0,0.05,1137,792,790,0.6965699208443272,0.6948109058927001,-2,16,7,9,0.4375,935,431,0.46096256684491976
0.075,elo_adj_impact,5,2,0.0,0.1,1137,792,790,0.6965699208443272,0.6948109058927001,-2,36,17,19,0.4722222222222222,935,431,0.46096256684491976
0.075,elo_adj_impact,5,2,0.0,0.15,1137,792,794,0.6965699208443272,0.6983289357959542,2,62,32,30,0.5161290322580645,935,431,0.46096256684491976
0.075,elo_adj_impact,5,2,0.0,0.2,1137,792,794,0.6965699208443272,0.6983289357959542,2,62,32,30,0.5161290322580645,935,431,0.46096256684491976
0.075,elo_adj_impact,5,2,0.0,0.3,1137,792,794,0.6965699208443272,0.6983289357959542,2,62,32,30,0.5161290322580645,935,431,0.46096256684491976
0.1,elo_adj_impact,5,2,0.0,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,935,431,0.46096256684491976
0.1,elo_adj_impact,5,2,0.0,0.05,1137,792,790,0.6965699208443272,0.6948109058927001,-2,16,7,9,0.4375,935,431,0.46096256684491976
0.1,elo_adj_impact,5,2,0.0,0.1,1137,792,790,0.6965699208443272,0.6948109058927001,-2,36,17,19,0.4722222222222222,935,431,0.46096256684491976
0.1,elo_adj_impact,5,2,0.0,0.15,1137,792,794,0.6965699208443272,0.6983289357959542,2,62,32,30,0.5161290322580645,935,431,0.46096256684491976
0.1,elo_adj_impact,5,2,0.0,0.2,1137,792,792,0.6965699208443272,0.6965699208443272,0,84,42,42,0.5,935,431,0.46096256684491976
0.1,elo_adj_impact,5,2,0.0,0.3,1137,792,792,0.6965699208443272,0.6965699208443272,0,84,42,42,0.5,935,431,0.46096256684491976
0.125,elo_adj_impact,5,2,0.0,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,935,431,0.46096256684491976
0.125,elo_adj_impact,5,2,0.0,0.05,1137,792,790,0.6965699208443272,0.6948109058927001,-2,16,7,9,0.4375,935,431,0.46096256684491976
0.125,elo_adj_impact,5,2,0.0,0.1,1137,792,790,0.6965699208443272,0.6948109058927001,-2,36,17,19,0.4722222222222222,935,431,0.46096256684491976
0.125,elo_adj_impact,5,2,0.0,0.15,1137,792,794,0.6965699208443272,0.6983289357959542,2,62,32,30,0.5161290322580645,935,431,0.46096256684491976
0.125,elo_adj_impact,5,2,0.0,0.2,1137,792,792,0.6965699208443272,0.6965699208443272,0,84,42,42,0.5,935,431,0.46096256684491976
0.125,elo_adj_impact,5,2,0.0,0.3,1137,792,783,0.6965699208443272,0.6886543535620053,-9,119,55,64,0.46218487394957986,935,431,0.46096256684491976
0.15,elo_adj_impact,5,2,0.0,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,935,431,0.46096256684491976
0.15,elo_adj_impact,5,2,0.0,0.05,1137,792,790,0.6965699208443272,0.6948109058927001,-2,16,7,9,0.4375,935,431,0.46096256684491976
0.15,elo_adj_impact,5,2,0.0,0.1,1137,792,790,0.6965699208443272,0.6948109058927001,-2,36,17,19,0.4722222222222222,935,431,0.46096256684491976
0.15,elo_adj_impact,5,2,0.0,0.15,1137,792,794,0.6965699208443272,0.6983289357959542,2,62,32,30,0.5161290322580645,935,431,0.46096256684491976
0.15,elo_adj_impact,5,2,0.0,0.2,1137,792,792,0.6965699208443272,0.6965699208443272,0,84,42,42,0.5,935,431,0.46096256684491976
0.15,elo_adj_impact,5,2,0.0,0.3,1137,792,776,0.6965699208443272,0.6824978012313104,-16,146,65,81,0.4452054794520548,935,431,0.46096256684491976
0.03,elo_adj_impact,5,2,0.3,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,936,433,0.46260683760683763
0.03,elo_adj_impact,5,2,0.3,0.05,1137,792,790,0.6965699208443272,0.6948109058927001,-2,16,7,9,0.4375,936,433,0.46260683760683763
0.03,elo_adj_impact,5,2,0.3,0.1,1137,792,791,0.6965699208443272,0.6956904133685137,-1,21,10,11,0.47619047619047616,936,433,0.46260683760683763
0.03,elo_adj_impact,5,2,0.3,0.15,1137,792,791,0.6965699208443272,0.6956904133685137,-1,21,10,11,0.47619047619047616,936,433,0.46260683760683763
0.03,elo_adj_impact,5,2,0.3,0.2,1137,792,791,0.6965699208443272,0.6956904133685137,-1,21,10,11,0.47619047619047616,936,433,0.46260683760683763
0.03,elo_adj_impact,5,2,0.3,0.3,1137,792,791,0.6965699208443272,0.6956904133685137,-1,21,10,11,0.47619047619047616,936,433,0.46260683760683763
0.05,elo_adj_impact,5,2,0.3,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,936,433,0.46260683760683763
0.05,elo_adj_impact,5,2,0.3,0.05,1137,792,790,0.6965699208443272,0.6948109058927001,-2,16,7,9,0.4375,936,433,0.46260683760683763
0.05,elo_adj_impact,5,2,0.3,0.1,1137,792,790,0.6965699208443272,0.6948109058927001,-2,34,16,18,0.47058823529411764,936,433,0.46260683760683763
0.05,elo_adj_impact,5,2,0.3,0.15,1137,792,790,0.6965699208443272,0.6948109058927001,-2,34,16,18,0.47058823529411764,936,433,0.46260683760683763
0.05,elo_adj_impact,5,2,0.3,0.2,1137,792,790,0.6965699208443272,0.6948109058927001,-2,34,16,18,0.47058823529411764,936,433,0.46260683760683763
0.05,elo_adj_impact,5,2,0.3,0.3,1137,792,790,0.6965699208443272,0.6948109058927001,-2,34,16,18,0.47058823529411764,936,433,0.46260683760683763
0.075,elo_adj_impact,5,2,0.3,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,936,433,0.46260683760683763
0.075,elo_adj_impact,5,2,0.3,0.05,1137,792,790,0.6965699208443272,0.6948109058927001,-2,16,7,9,0.4375,936,433,0.46260683760683763
0.075,elo_adj_impact,5,2,0.3,0.1,1137,792,790,0.6965699208443272,0.6948109058927001,-2,34,16,18,0.47058823529411764,936,433,0.46260683760683763
0.075,elo_adj_impact,5,2,0.3,0.15,1137,792,796,0.6965699208443272,0.7000879507475813,4,60,32,28,0.5333333333333333,936,433,0.46260683760683763
0.075,elo_adj_impact,5,2,0.3,0.2,1137,792,796,0.6965699208443272,0.7000879507475813,4,60,32,28,0.5333333333333333,936,433,0.46260683760683763
0.075,elo_adj_impact,5,2,0.3,0.3,1137,792,796,0.6965699208443272,0.7000879507475813,4,60,32,28,0.5333333333333333,936,433,0.46260683760683763
0.1,elo_adj_impact,5,2,0.3,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,936,433,0.46260683760683763
0.1,elo_adj_impact,5,2,0.3,0.05,1137,792,790,0.6965699208443272,0.6948109058927001,-2,16,7,9,0.4375,936,433,0.46260683760683763
0.1,elo_adj_impact,5,2,0.3,0.1,1137,792,790,0.6965699208443272,0.6948109058927001,-2,34,16,18,0.47058823529411764,936,433,0.46260683760683763
0.1,elo_adj_impact,5,2,0.3,0.15,1137,792,796,0.6965699208443272,0.7000879507475813,4,60,32,28,0.5333333333333333,936,433,0.46260683760683763
0.1,elo_adj_impact,5,2,0.3,0.2,1137,792,793,0.6965699208443272,0.6974494283201407,1,83,42,41,0.5060240963855421,936,433,0.46260683760683763
0.1,elo_adj_impact,5,2,0.3,0.3,1137,792,793,0.6965699208443272,0.6974494283201407,1,83,42,41,0.5060240963855421,936,433,0.46260683760683763
0.125,elo_adj_impact,5,2,0.3,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,936,433,0.46260683760683763
0.125,elo_adj_impact,5,2,0.3,0.05,1137,792,790,0.6965699208443272,0.6948109058927001,-2,16,7,9,0.4375,936,433,0.46260683760683763
0.125,elo_adj_impact,5,2,0.3,0.1,1137,792,790,0.6965699208443272,0.6948109058927001,-2,34,16,18,0.47058823529411764,936,433,0.46260683760683763
0.125,elo_adj_impact,5,2,0.3,0.15,1137,792,796,0.6965699208443272,0.7000879507475813,4,60,32,28,0.5333333333333333,936,433,0.46260683760683763
0.125,elo_adj_impact,5,2,0.3,0.2,1137,792,793,0.6965699208443272,0.6974494283201407,1,83,42,41,0.5060240963855421,936,433,0.46260683760683763
0.125,elo_adj_impact,5,2,0.3,0.3,1137,792,785,0.6965699208443272,0.6904133685136323,-7,117,55,62,0.4700854700854701,936,433,0.46260683760683763
0.15,elo_adj_impact,5,2,0.3,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,936,433,0.46260683760683763
0.15,elo_adj_impact,5,2,0.3,0.05,1137,792,790,0.6965699208443272,0.6948109058927001,-2,16,7,9,0.4375,936,433,0.46260683760683763
0.15,elo_adj_impact,5,2,0.3,0.1,1137,792,790,0.6965699208443272,0.6948109058927001,-2,34,16,18,0.47058823529411764,936,433,0.46260683760683763
0.15,elo_adj_impact,5,2,0.3,0.15,1137,792,796,0.6965699208443272,0.7000879507475813,4,60,32,28,0.5333333333333333,936,433,0.46260683760683763
0.15,elo_adj_impact,5,2,0.3,0.2,1137,792,793,0.6965699208443272,0.6974494283201407,1,83,42,41,0.5060240963855421,936,433,0.46260683760683763
